Subject,Relation,Object
Kony,related_to,International Criminal Court
LRA,related_to,International Criminal Court
LRA,related_to,Uganda
Swiss,related_to,Wednesday
Swiss,related_to,German
Swiss,related_to,Tommy Haas
Swiss,related_to,Kooyong Classic
Swiss,related_to,Melbourne
Wednesday,related_to,German
Wednesday,related_to,Tommy Haas
Wednesday,related_to,Kooyong Classic
Wednesday,related_to,Melbourne
German,related_to,Tommy Haas
German,related_to,Kooyong Classic
German,related_to,Melbourne
Tommy Haas,related_to,Kooyong Classic
Tommy Haas,related_to,Melbourne
Kooyong Classic,related_to,Melbourne
Federer,related_to,Australian Open
Federer,related_to,Monday
Australian Open,related_to,Monday
European Space Agency,related_to,Saturn
European Space Agency,related_to,Titan
Saturn,related_to,Titan
Germany,related_to,Friday
Germany,related_to,Huygens
Friday,related_to,Huygens
Cassini,related_to,Saturn
Cassini,related_to,Friday
Saturn,related_to,Friday
Huygens,related_to,American
Huygens,related_to,European
Huygens,related_to,Italian
Huygens,related_to,Earth
American,related_to,European
American,related_to,Italian
American,related_to,Earth
European,related_to,Italian
European,related_to,Earth
Italian,related_to,Earth
Ugandan,related_to,Kizza Besigye
Dr. Besigye,related_to,Kampala
Dr. Besigye,related_to,Monday
Kampala,related_to,Monday
Uganda,related_to,Dr. Besigye
Uganda,related_to,November
Uganda,related_to,President Yoweri Museveni
Dr. Besigye,related_to,November
Dr. Besigye,related_to,President Yoweri Museveni
November,related_to,President Yoweri Museveni
Ugandan,related_to,High Court
Ugandan,related_to,John Bosco Katutsi
Ugandan,related_to,High Court
High Court,related_to,John Bosco Katutsi
High Court,related_to,High Court
John Bosco Katutsi,related_to,High Court
Dr. Besigye,related_to,Monday
U.S.,related_to,President Barack Obama
U.S.,related_to,American
President Barack Obama,related_to,American
Mr. Obama,related_to,White House Rose Garden
Mr. Obama,related_to,Monday
Mr. Obama,related_to,African-American
Mr. Obama,related_to,Regina Benjamin
Mr. Obama,related_to,U.S.
Mr. Obama,related_to,Surgeon General
White House Rose Garden,related_to,Monday
White House Rose Garden,related_to,African-American
White House Rose Garden,related_to,Regina Benjamin
White House Rose Garden,related_to,U.S.
White House Rose Garden,related_to,Surgeon General
Monday,related_to,African-American
Monday,related_to,Regina Benjamin
Monday,related_to,U.S.
Monday,related_to,Surgeon General
African-American,related_to,Regina Benjamin
African-American,related_to,U.S.
African-American,related_to,Surgeon General
Regina Benjamin,related_to,U.S.
Regina Benjamin,related_to,Surgeon General
U.S.,related_to,Surgeon General
Democrats,related_to,House of Representatives
World Bank,related_to,Washington
World Bank,related_to,African
World Bank,related_to,Latin American
Washington,related_to,African
Washington,related_to,Latin American
African,related_to,Latin American
World Bank,related_to,President Paul Wolfowitz
World Bank,related_to,July
President Paul Wolfowitz,related_to,July
July,related_to,G-8
July,related_to,Africa
G-8,related_to,Africa
World Bank,related_to,Benin
World Bank,related_to,Bolivia
World Bank,related_to,Burkina Faso
World Bank,related_to,Ethiopia
World Bank,related_to,Ghana
World Bank,related_to,Guyana
World Bank,related_to,Honduras
World Bank,related_to,Madagascar
World Bank,related_to,Mali
World Bank,related_to,Mozambique
World Bank,related_to,Nicaragua
World Bank,related_to,Niger
World Bank,related_to,Rwanda
World Bank,related_to,Senegal
World Bank,related_to,Tanzania
World Bank,related_to,Uganda
World Bank,related_to,Zambia
Benin,related_to,Bolivia
Benin,related_to,Burkina Faso
Benin,related_to,Ethiopia
Benin,related_to,Ghana
Benin,related_to,Guyana
Benin,related_to,Honduras
Benin,related_to,Madagascar
Benin,related_to,Mali
Benin,related_to,Mozambique
Benin,related_to,Nicaragua
Benin,related_to,Niger
Benin,related_to,Rwanda
Benin,related_to,Senegal
Benin,related_to,Tanzania
Benin,related_to,Uganda
Benin,related_to,Zambia
Bolivia,related_to,Burkina Faso
Bolivia,related_to,Ethiopia
Bolivia,related_to,Ghana
Bolivia,related_to,Guyana
Bolivia,related_to,Honduras
Bolivia,related_to,Madagascar
Bolivia,related_to,Mali
Bolivia,related_to,Mozambique
Bolivia,related_to,Nicaragua
Bolivia,related_to,Niger
Bolivia,related_to,Rwanda
Bolivia,related_to,Senegal
Bolivia,related_to,Tanzania
Bolivia,related_to,Uganda
Bolivia,related_to,Zambia
Burkina Faso,related_to,Ethiopia
Burkina Faso,related_to,Ghana
Burkina Faso,related_to,Guyana
Burkina Faso,related_to,Honduras
Burkina Faso,related_to,Madagascar
Burkina Faso,related_to,Mali
Burkina Faso,related_to,Mozambique
Burkina Faso,related_to,Nicaragua
Burkina Faso,related_to,Niger
Burkina Faso,related_to,Rwanda
Burkina Faso,related_to,Senegal
Burkina Faso,related_to,Tanzania
Burkina Faso,related_to,Uganda
Burkina Faso,related_to,Zambia
Ethiopia,related_to,Ghana
Ethiopia,related_to,Guyana
Ethiopia,related_to,Honduras
Ethiopia,related_to,Madagascar
Ethiopia,related_to,Mali
Ethiopia,related_to,Mozambique
Ethiopia,related_to,Nicaragua
Ethiopia,related_to,Niger
Ethiopia,related_to,Rwanda
Ethiopia,related_to,Senegal
Ethiopia,related_to,Tanzania
Ethiopia,related_to,Uganda
Ethiopia,related_to,Zambia
Ghana,related_to,Guyana
Ghana,related_to,Honduras
Ghana,related_to,Madagascar
Ghana,related_to,Mali
Ghana,related_to,Mozambique
Ghana,related_to,Nicaragua
Ghana,related_to,Niger
Ghana,related_to,Rwanda
Ghana,related_to,Senegal
Ghana,related_to,Tanzania
Ghana,related_to,Uganda
Ghana,related_to,Zambia
Guyana,related_to,Honduras
Guyana,related_to,Madagascar
Guyana,related_to,Mali
Guyana,related_to,Mozambique
Guyana,related_to,Nicaragua
Guyana,related_to,Niger
Guyana,related_to,Rwanda
Guyana,related_to,Senegal
Guyana,related_to,Tanzania
Guyana,related_to,Uganda
Guyana,related_to,Zambia
Honduras,related_to,Madagascar
Honduras,related_to,Mali
Honduras,related_to,Mozambique
Honduras,related_to,Nicaragua
Honduras,related_to,Niger
Honduras,related_to,Rwanda
Honduras,related_to,Senegal
Honduras,related_to,Tanzania
Honduras,related_to,Uganda
Honduras,related_to,Zambia
Madagascar,related_to,Mali
Madagascar,related_to,Mozambique
Madagascar,related_to,Nicaragua
Madagascar,related_to,Niger
Madagascar,related_to,Rwanda
Madagascar,related_to,Senegal
Madagascar,related_to,Tanzania
Madagascar,related_to,Uganda
Madagascar,related_to,Zambia
Mali,related_to,Mozambique
Mali,related_to,Nicaragua
Mali,related_to,Niger
Mali,related_to,Rwanda
Mali,related_to,Senegal
Mali,related_to,Tanzania
Mali,related_to,Uganda
Mali,related_to,Zambia
Mozambique,related_to,Nicaragua
Mozambique,related_to,Niger
Mozambique,related_to,Rwanda
Mozambique,related_to,Senegal
Mozambique,related_to,Tanzania
Mozambique,related_to,Uganda
Mozambique,related_to,Zambia
Nicaragua,related_to,Niger
Nicaragua,related_to,Rwanda
Nicaragua,related_to,Senegal
Nicaragua,related_to,Tanzania
Nicaragua,related_to,Uganda
Nicaragua,related_to,Zambia
Niger,related_to,Rwanda
Niger,related_to,Senegal
Niger,related_to,Tanzania
Niger,related_to,Uganda
Niger,related_to,Zambia
Rwanda,related_to,Senegal
Rwanda,related_to,Tanzania
Rwanda,related_to,Uganda
Rwanda,related_to,Zambia
Senegal,related_to,Tanzania
Senegal,related_to,Uganda
Senegal,related_to,Zambia
Tanzania,related_to,Uganda
Tanzania,related_to,Zambia
Uganda,related_to,Zambia
Iran,related_to,Tehran
Tuesday,related_to,Wednesday
Tuesday,related_to,Iranian
Wednesday,related_to,Iranian
Iran,related_to,Press TV
Iran,related_to,Tehran
Iran,related_to,Air Quality Control Company
Press TV,related_to,Tehran
Press TV,related_to,Air Quality Control Company
Tehran,related_to,Air Quality Control Company
Saudi Arabia,related_to,Iraq
Saudi Arabia,related_to,Baghdad
Iraq,related_to,Baghdad
midnight,related_to,Israelis
midnight,related_to,Tel Aviv
Israelis,related_to,Tel Aviv
Palestinian,related_to,President Mahmoud Abbas
Palestinian,related_to,Ramallah
President Mahmoud Abbas,related_to,Ramallah
Mr. Abbas,related_to,Israeli
Mr. Abbas,related_to,Prime Minister Ariel Sharon
Mr. Abbas,related_to,Egypt
Israeli,related_to,Prime Minister Ariel Sharon
Israeli,related_to,Egypt
Prime Minister Ariel Sharon,related_to,Egypt
Indonesian,related_to,Russia
Indonesian,related_to,Biak
Indonesian,related_to,Papua New Guinea
Russia,related_to,Biak
Russia,related_to,Papua New Guinea
Biak,related_to,Papua New Guinea
June,related_to,Indonesian
June,related_to,President Susilo Bambang Yudhoyono
June,related_to,Moscow
Indonesian,related_to,President Susilo Bambang Yudhoyono
Indonesian,related_to,Moscow
President Susilo Bambang Yudhoyono,related_to,Moscow
Algerian,related_to,Monday
Algerian,related_to,France
Algerian,related_to,Paris
Algerian,related_to,1995
Monday,related_to,France
Monday,related_to,Paris
Monday,related_to,1995
France,related_to,Paris
France,related_to,1995
Paris,related_to,1995
Rachid Ramda,related_to,Paris
Ramda,related_to,London
Algerian,related_to,Armed Islamic Group
British,related_to,Ramda
British,related_to,1995
Ramda,related_to,1995
Monday,related_to,Ramda
Monday,related_to,Paris
Monday,related_to,"July 25 , 1995"
Ramda,related_to,Paris
Ramda,related_to,"July 25 , 1995"
Paris,related_to,"July 25 , 1995"
United Nations,related_to,Sudanese
United Nations,related_to,Central African Republic
United Nations,related_to,U.N.
Sudanese,related_to,Central African Republic
Sudanese,related_to,U.N.
Central African Republic,related_to,U.N.
U.N.,related_to,Wednesday
U.N.,related_to,Sudanese
U.N.,related_to,CAR
Wednesday,related_to,Sudanese
Wednesday,related_to,CAR
Sudanese,related_to,CAR
Sudan,related_to,April
Sudan,related_to,Sudan
U.N.,related_to,Sudanese
U.N.,related_to,Democratic Republic of Congo
U.N.,related_to,Congolese
U.N.,related_to,Sudan
Sudanese,related_to,Democratic Republic of Congo
Sudanese,related_to,Congolese
Sudanese,related_to,Sudan
Democratic Republic of Congo,related_to,Congolese
Democratic Republic of Congo,related_to,Sudan
Congolese,related_to,Sudan
Japan,related_to,Saturday
Yu Hagino,related_to,Uji
Omar Bakri Mohammed,related_to,Europe
French,related_to,Monday
French,related_to,Mr. Bakri
French,related_to,Muslims
French,related_to,Europe
French,related_to,Downing Street
French,related_to,Britain
Monday,related_to,Mr. Bakri
Monday,related_to,Muslims
Monday,related_to,Europe
Monday,related_to,Downing Street
Monday,related_to,Britain
Mr. Bakri,related_to,Muslims
Mr. Bakri,related_to,Europe
Mr. Bakri,related_to,Downing Street
Mr. Bakri,related_to,Britain
Muslims,related_to,Europe
Muslims,related_to,Downing Street
Muslims,related_to,Britain
Europe,related_to,Downing Street
Europe,related_to,Britain
Downing Street,related_to,Britain
Beirut,related_to,Mr. Bakri
Beirut,related_to,British
Mr. Bakri,related_to,British
Mr. Bakri,related_to,British
Mr. Bakri,related_to,July 7
Mr. Bakri,related_to,London
Mr. Bakri,related_to,Muslim
British,related_to,July 7
British,related_to,London
British,related_to,Muslim
July 7,related_to,London
July 7,related_to,Muslim
London,related_to,Muslim
France 3,related_to,Mr. Bakri
France 3,related_to,London
France 3,related_to,al-Qaida
France 3,related_to,Osama bin Laden
Mr. Bakri,related_to,London
Mr. Bakri,related_to,al-Qaida
Mr. Bakri,related_to,Osama bin Laden
London,related_to,al-Qaida
London,related_to,Osama bin Laden
al-Qaida,related_to,Osama bin Laden
Iran,related_to,U.S.
Iran,related_to,Washington
Iran,related_to,Iran
U.S.,related_to,Washington
U.S.,related_to,Iran
Washington,related_to,Iran
Joint Chiefs of Staff,related_to,Mike Mullen
Joint Chiefs of Staff,related_to,Sunday
Joint Chiefs of Staff,related_to,U.S.
Joint Chiefs of Staff,related_to,Iran
Mike Mullen,related_to,Sunday
Mike Mullen,related_to,U.S.
Mike Mullen,related_to,Iran
Sunday,related_to,U.S.
Sunday,related_to,Iran
U.S.,related_to,Iran
Iran,related_to,Brigadier General Ahmad Vahidi
Iran,related_to,Tuesday
Iran,related_to,U.S.
Iran,related_to,United Nations
Brigadier General Ahmad Vahidi,related_to,Tuesday
Brigadier General Ahmad Vahidi,related_to,U.S.
Brigadier General Ahmad Vahidi,related_to,United Nations
Tuesday,related_to,U.S.
Tuesday,related_to,United Nations
U.S.,related_to,United Nations
United States,related_to,Iran
United States,related_to,Iran
Iran,related_to,Iran
Georgia,related_to,Iran
President Mikhail Saakashvili,related_to,Friday
President Mikhail Saakashvili,related_to,Iran
President Mikhail Saakashvili,related_to,Georgia
President Mikhail Saakashvili,related_to,Sunday
President Mikhail Saakashvili,related_to,Monday
Friday,related_to,Iran
Friday,related_to,Georgia
Friday,related_to,Sunday
Friday,related_to,Monday
Iran,related_to,Georgia
Iran,related_to,Sunday
Iran,related_to,Monday
Georgia,related_to,Sunday
Georgia,related_to,Monday
Sunday,related_to,Monday
Russian,related_to,Georgian
Georgia,related_to,Russian
President Saakashvili,related_to,Iran
Peru,related_to,Alberto Fujimori
Peru,related_to,April
Alberto Fujimori,related_to,April
Peruvian,related_to,Tokyo
Peruvian,related_to,Wednesday
Peruvian,related_to,Mr. Fujimori
Peruvian,related_to,Si Cumple
Tokyo,related_to,Wednesday
Tokyo,related_to,Mr. Fujimori
Tokyo,related_to,Si Cumple
Wednesday,related_to,Mr. Fujimori
Wednesday,related_to,Si Cumple
Mr. Fujimori,related_to,Si Cumple
Japanese,related_to,Japan
Japanese,related_to,2000
Japan,related_to,2000
Mr. Fujimori,related_to,Peru
Mr. Fujimori,related_to,1990
Mr. Fujimori,related_to,2000
Peru,related_to,1990
Peru,related_to,2000
1990,related_to,2000
Tokyo,related_to,Lima
British,related_to,Sudan
British,related_to,British
British,related_to,Khartoum
British,related_to,Khartoum
Kenyan,related_to,Prophet Muhammad
Kenyan,related_to,Muslim
Prophet Muhammad,related_to,Muslim
Kenyan,related_to,Friday
Kenyan,related_to,Danish
Kenyan,related_to,Nairobi
Kenyan,related_to,Danish
Friday,related_to,Danish
Friday,related_to,Nairobi
Friday,related_to,Danish
Danish,related_to,Nairobi
Danish,related_to,Danish
Nairobi,related_to,Danish
Friday,related_to,Middle East
Friday,related_to,India
Friday,related_to,Pakistan
Friday,related_to,Afghanistan
Friday,related_to,Bangladesh
Friday,related_to,Malaysia
Friday,related_to,Venezuela
Middle East,related_to,India
Middle East,related_to,Pakistan
Middle East,related_to,Afghanistan
Middle East,related_to,Bangladesh
Middle East,related_to,Malaysia
Middle East,related_to,Venezuela
India,related_to,Pakistan
India,related_to,Afghanistan
India,related_to,Bangladesh
India,related_to,Malaysia
India,related_to,Venezuela
Pakistan,related_to,Afghanistan
Pakistan,related_to,Bangladesh
Pakistan,related_to,Malaysia
Pakistan,related_to,Venezuela
Afghanistan,related_to,Bangladesh
Afghanistan,related_to,Malaysia
Afghanistan,related_to,Venezuela
Bangladesh,related_to,Malaysia
Bangladesh,related_to,Venezuela
Malaysia,related_to,Venezuela
France,related_to,Muslim
France,related_to,French
France,related_to,Council
France,related_to,Muslim Faith
France,related_to,French
France,related_to,Prophet Muhammad
Muslim,related_to,French
Muslim,related_to,Council
Muslim,related_to,Muslim Faith
Muslim,related_to,French
Muslim,related_to,Prophet Muhammad
French,related_to,Council
French,related_to,Muslim Faith
French,related_to,French
French,related_to,Prophet Muhammad
Council,related_to,Muslim Faith
Council,related_to,French
Council,related_to,Prophet Muhammad
Muslim Faith,related_to,French
Muslim Faith,related_to,Prophet Muhammad
French,related_to,Prophet Muhammad
Malaysian,related_to,Prime Minister Abdullah Ahmad Badawi
Malaysian,related_to,Friday
Malaysian,related_to,Muslim
Malaysian,related_to,West
Prime Minister Abdullah Ahmad Badawi,related_to,Friday
Prime Minister Abdullah Ahmad Badawi,related_to,Muslim
Prime Minister Abdullah Ahmad Badawi,related_to,West
Friday,related_to,Muslim
Friday,related_to,West
Muslim,related_to,West
China,related_to,Wednesday
China,related_to,Shaanxi
China,related_to,Saturday
Shaanxi,related_to,Saturday
India and Pakistan,related_to,January
India and Pakistan,related_to,Kashmir
January,related_to,Kashmir
Islamabad,related_to,Kashmir
Islamabad,related_to,Pakistani
Islamabad,related_to,Kashmir
Kashmir,related_to,Pakistani
Kashmir,related_to,Kashmir
Pakistani,related_to,Kashmir
Iraqi,related_to,Baghdad
Iraqi,related_to,Tuesday
Baghdad,related_to,Tuesday
Monday,related_to,Iraq
Monday,related_to,Iraqi
Monday,related_to,Wael al-Rubaei
Monday,related_to,Baghdad
Iraqi,related_to,Wael al-Rubaei
Iraqi,related_to,Baghdad
Wael al-Rubaei,related_to,Baghdad
Iran,related_to,Guardian Council
Iran,related_to,United Nations
Iran,related_to,U.N. Security Council
Guardian Council,related_to,United Nations
Guardian Council,related_to,U.N. Security Council
United Nations,related_to,U.N. Security Council
Europe,related_to,Iran
August,related_to,Tehran
Zambian,related_to,President Levy Mwanawasa
Information Minister Mike Mulongoti,related_to,Thursday
President Mwanawasa,related_to,Paris
Mr. Mwanawasa,related_to,France
Mr. Mwanawasa,related_to,Tuesday
Mr. Mwanawasa,related_to,Sunday
Mr. Mwanawasa,related_to,Egypt
Mr. Mwanawasa,related_to,African Union
France,related_to,Tuesday
France,related_to,Sunday
France,related_to,Egypt
France,related_to,African Union
